Precision,Recall,Threshold
0.7742616033755274,1.0,1.0000000994736041e-07
0.7849987101212486,0.9949591280653951,1.0065675162917132e-07
0.7850155863699881,0.9949591280653951,1.0103645386435846e-07
0.7850109644408135,0.9949318801089918,1.0161812946779344e-07
0.7850278416786705,0.9949318801089918,1.0162077601797742e-07
0.7850447196422429,0.9949318801089918,1.0175576073552233e-07
0.7850615983315775,0.9949318801089918,1.0183168601705402e-07
0.7850784777467211,0.9949318801089918,1.0188832749788561e-07
0.7850953578877207,0.9949318801089918,1.0233248807476064e-07
0.7851122387546229,0.9949318801089918,1.023498615143398e-07
0.7851291203474746,0.9949318801089918,1.0337323466681509e-07
0.7851245000645078,0.9949046321525885,1.0371609125876875e-07
0.7851413826470272,0.9949046321525885,1.03862102270161e-07
0.7851582659556168,0.9949046321525885,1.0420665728198692e-07
0.7851751499903232,0.9949046321525885,1.0428375806827442e-07
0.7851920347511935,0.9949046321525885,1.0486427615671892e-07
0.7852089202382745,0.9949046321525885,1.0516458011265528e-07
0.7852258064516129,0.9949046321525885,1.0546360209397511e-07
0.7852426933912557,0.9949046321525885,1.0645876670020687e-07
0.7852595810572498,0.9949046321525885,1.0647907534818699e-07
0.7852764694496419,0.9949046321525885,1.066132011983285e-07
0.785293358568479,0.9949046321525885,1.0668363875803847e-07
0.7853102484138079,0.9949046321525885,1.0696731234775672e-07
0.7853271389856755,0.9949046321525885,1.0707169997976707e-07
0.7853440302841288,0.9949046321525885,1.070912305833098e-07
0.7853609223092145,0.9949046321525885,1.0710534174301995e-07
0.7853563055214988,0.9948773841961853,1.081935113097208e-07
0.7853731985373199,0.9948773841961853,1.0824047786165274e-07
0.785368581815053,0.994850136239782,1.0824839064490685e-07
0.7853854758217175,0.994850136239782,1.0873213357344557e-07
0.785402370555209,0.994850136239782,1.087832703460605e-07
0.7854192660155745,0.994850136239782,1.0941756898707575e-07
0.7854361622028612,0.994850136239782,1.0947449834966006e-07
0.7854530591171156,0.994850136239782,1.0959525800063708e-07
0.7854699567583848,0.994850136239782,1.0970069701463109e-07
0.7854868551267157,0.994850136239782,1.1078456658123085e-07
0.7855037542221552,0.994850136239782,1.1099674756777366e-07
0.7855206540447505,0.994850136239782,1.1139781605768174e-07
0.7855375545945481,0.994850136239782,1.1152605284081727e-07
0.7855544558715951,0.994850136239782,1.1155747437986986e-07
0.7855713578759387,0.994850136239782,1.1247899988683732e-07
0.7855882606076254,0.994850136239782,1.1330110889791312e-07
0.7856051640667026,0.994850136239782,1.1339456394059817e-07
0.7856005508456341,0.9948228882833787,1.1398089206007753e-07
0.7856174552966239,0.9948228882833787,1.1491592543611187e-07
0.7856343604751248,0.9948228882833787,1.1555154414038829e-07
0.785651266381184,0.9948228882833787,1.1723496060547054e-07
0.7856681730148483,0.9948228882833787,1.1767792892719148e-07
0.7856850803761648,0.9948228882833787,1.1780840725275255e-07
0.7857019884651804,0.9948228882833787,1.1885409858950249e-07
0.785718897281942,0.9948228882833787,1.1930991108589446e-07
0.7857142857142857,0.9947956403269754,1.1942808658351758e-07
0.785709673948133,0.9947683923705722,1.197633716856833e-07
0.7857265840220385,0.9947683923705722,1.2001384660881412e-07
0.7857434948238383,0.9947683923705722,1.2033160716977796e-07
0.7857604063535792,0.9947683923705722,1.2034038304081057e-07
0.7857773186113084,0.9947683923705722,1.207070950122874e-07
0.7857942315970727,0.9947683923705722,1.212087175439137e-07
0.7858111453109193,0.9947683923705722,1.219741814224927e-07
0.785828059752895,0.9947683923705722,1.2205711576880454e-07
0.7858449749230472,0.9947683923705722,1.22227970141225e-07
0.7858618908214224,0.9947683923705722,1.2263188247711712e-07
0.785878807448068,0.9947683923705722,1.230188289360102e-07
0.7858957248030309,0.9947683923705722,1.2348005421886987e-07
0.7859126428863582,0.9947683923705722,1.2360710473150904e-07
