FPR,TPR,Threshold
0.0,0.0,inf
0.0,2.7247956403269754e-05,0.9999872446060181
0.0,0.00016348773841961853,0.999974250793457
0.0,0.00027247956403269756,0.9999738931655884
0.0,0.00032697547683923706,0.9999735355377197
0.0,0.00043596730245231606,0.9999730587005615
0.0,0.0006267029972752044,0.9999696016311646
0.0,0.0007356948228882834,0.9999665021896362
0.0,0.0008174386920980927,0.9999657869338989
0.0,0.0008719346049046321,0.9999656677246094
0.0,0.0010899182561307902,0.9999634027481079
0.0,0.0011444141689373297,0.9999631643295288
0.0,0.0013623978201634877,0.9999604225158691
0.0,0.0014713896457765668,0.9999592304229736
0.0,0.0016076294277929156,0.9999575614929199
0.0,0.001662125340599455,0.9999574422836304
0.0,0.0016893732970027248,0.9999570846557617
0.0,0.001771117166212534,0.9999569654464722
0.0,0.001798365122615804,0.9999568462371826
0.0,0.001880108991825613,0.9999561309814453
0.0,0.0019073569482288828,0.9999557733535767
0.0,0.001989100817438692,0.9999556541442871
0.0,0.0020435967302452314,0.9999551773071289
0.0,0.0021798365122615805,0.9999537467956543
0.0,0.00223433242506812,0.9999532699584961
0.0,0.002316076294277929,0.9999523162841797
0.0,0.0023705722070844685,0.999951958656311
0.0,0.0023978201634877383,0.9999514818191528
0.0,0.002452316076294278,0.9999513626098633
0.0,0.0025068119891008176,0.999950647354126
0.0,0.002561307901907357,0.9999505281448364
0.0,0.0027247956403269754,0.9999493360519409
0.0,0.002779291553133515,0.9999492168426514
0.0,0.0028337874659400547,0.9999487400054932
0.0,0.0029427792915531336,0.9999485015869141
0.0,0.0029700272479564033,0.9999483823776245
0.0,0.0030245231607629428,0.9999481439590454
0.0,0.0030790190735694822,0.9999479055404663
0.0,0.003188010899182561,0.999947190284729
0.0,0.003242506811989101,0.9999469518661499
0.0,0.0032970027247956404,0.9999468326568604
0.0,0.0034059945504087193,0.9999459981918335
0.0,0.0034877384196185285,0.9999457597732544
0.0,0.003542234332425068,0.9999454021453857
0.0,0.003596730245231608,0.9999451637268066
0.0,0.0037057220708446867,0.9999445676803589
0.0,0.003760217983651226,0.9999444484710693
0.0,0.0038419618528610353,0.9999438524246216
0.0,0.003896457765667575,0.999943733215332
0.0,0.0039237057220708445,0.9999434947967529
0.0,0.004032697547683923,0.9999431371688843
0.0,0.0040599455040871936,0.9999430179595947
0.0,0.004141689373297002,0.9999428987503052
0.0,0.004277929155313351,0.9999421834945679
0.0,0.00438692098092643,0.9999419450759888
0.0,0.00446866485013624,0.999941349029541
0.0,0.004523160762942779,0.9999412298202515
0.0,0.004632152588555858,0.9999401569366455
0.0,0.004741144414168937,0.9999397993087769
0.0,0.004904632152588556,0.9999387264251709
0.0,0.004986376021798365,0.9999386072158813
0.0,0.005013623978201635,0.9999383687973022
0.0,0.005068119891008175,0.9999382495880127
0.0,0.005095367847411444,0.9999381303787231
0.0,0.005149863760217983,0.9999380111694336
0.0,0.005367847411444142,0.999936580657959
0.0,0.005476839237057221,0.9999358654022217
0.0,0.00550408719346049,0.9999357461929321
0.0,0.00555858310626703,0.9999356269836426
0.0,0.0055858310626703,0.999935507774353
0.0,0.005640326975476839,0.9999353885650635
0.0,0.005722070844686649,0.9999347925186157
0.0,0.005776566757493188,0.9999346733093262
0.0,0.005803814713896458,0.9999345541000366
0.0,0.005885558583106267,0.9999344348907471
0.0,0.005940054495912807,0.9999340772628784
0.0,0.006021798365122615,0.9999339580535889
0.0,0.006076294277929156,0.9999336004257202
0.0,0.006130790190735695,0.9999334812164307
0.0,0.0061580381471389644,0.9999333620071411
0.0,0.006212534059945504,0.9999332427978516
0.0,0.006321525885558583,0.9999324083328247
0.0,0.006566757493188011,0.999931812286377
0.0,0.00664850136239782,0.9999314546585083
0.0,0.00670299727520436,0.9999310970306396
0.0,0.006730245231607629,0.9999308586120605
0.0,0.0067847411444141685,0.999930739402771
0.0,0.006811989100817439,0.9999305009841919
0.0,0.006893732970027248,0.9999297857284546
0.0,0.006975476839237057,0.9999289512634277
0.0,0.0070299727520435965,0.9999285936355591
0.0,0.007057220708446867,0.9999284744262695
0.0,0.0071662125340599455,0.9999279975891113
0.0,0.0073024523160762946,0.9999269247055054
0.0,0.007356948228882834,0.9999268054962158
0.0,0.007384196185286103,0.9999265670776367
0.0,0.007493188010899182,0.9999262094497681
0.0,0.007629427792915531,0.9999256134033203
0.0,0.00773841961852861,0.999924898147583
0.0,0.007820163487738419,0.9999246597290039
0.0,0.007847411444141689,0.9999245405197144
